Number,Subsidy_Contract_Number,Star_Level,Star_Level_Cat,Star_Effective_Date,Facility_Name,Address,City,Zip,Phone,Capacity
K830003564,,,1,7/16/2013,EISENHOWER AFTER SCHOOL PROGRAM,1415 FAIRLAWN,NORMAN,73071,(405) 366-5881,40
K830003570,21943,,1,12/1/2016,KENNEDY AFTER SCHOOL PROGRAM,621 SUNRISE,NORMAN,73071,(405) 366-5897,40
K820050872,,,1,10/4/2012,"BRIGHT, TIFFANY CHILD CARE HOME",1009 CARACARA DRIVE,NORMAN,73072,(405) 294-0115,7
K820050898,,,1,5/1/2014,"WHITAKER, BRENNON CHILD CARE HOME",1124 GLEN EAGLES COURT,NORMAN,73072,(405) 508-4909,7
K820051058,,,1,2/27/2013,"FISH, HEATHER CHILD CARE HOME",4000 NAILON DRIVE,NORMAN,73072,(405) 818-9780,7
K820044518,,,1,6/1/2015,"FOX, LINDSY CHILD CARE HOME",3710 GLENBROOK DR.,NORMAN,73072,(405) 301-7242,7
K820045647,,,1,6/17/2015,"SEWELL, TAMMY CHILD CARE HOME",3904 COOPERS HAWK,NORMAN,73072,(405) 294-0036,7
K820047494,59428,,1,1/1/2008,"MIDDLETON, JACQUI CHILD CARE HOME",1402 BROAD ACRES DR.,NORMAN,73072,(405) 312-6571,7
K830024557,,,1,1/29/2009,CREATIVE KIDS LEARNING CENTER,2200 36TH AVE NW,NORMAN,73072,(405) 701-1700,180
K820048998,,,1,9/1/2009,"PRINCE, JANET CHILD CARE HOME",4502 BECKETT CT.,NORMAN,73072,(405) 329-5445,12
K830024799,,,1,8/12/2010,TRUMAN PRIMARY CASP,601 MEADOW RIDGE RD,NORMAN,73072,(405) 366-5970,50
K820007076,,,1,9/5/2006,"ARGO, NONA CHILD CARE HOME",1104 GLEN EAGLES CT,NORMAN,73072,(405) 294-0185,11
K820030836,,,1,11/28/2006,"CHAMPEAU-SWENSON, TONIE CHILD CARE HOME",3901 GOSHAWK CIRCLE,NORMAN,73072,(405) 872-9033,12
K830007374,,,1,7/16/2013,TRUMAN AFTER SCHOOL PROGRAM,600 PARKSIDE ROAD,NORMAN,73072,(405) 366-5983,50
K830007486,25174,,1,7/16/2013,ROOSEVELT BEFORE & AFTER SCHOOL PROGRAM,4250 W. TECUMSEH,NORMAN,73072,(405) 573-3500,80
K830020663,,,1,11/28/2006,SOUTHWIND MONTESSORI,1601 W. IMHOFF,NORMAN,73072,(405) 364-2772,55
K830023021,,,1,2/1/2008,HARVEST KIDS,6450 36TH AVE NW,NORMAN,73072,(405) 366-8118,42
K830023515,,,1,11/28/2006,ST. MARK'S MOTHERS DAY OUT,3939 TECUMSEH,NORMAN,73072,(405) 366-8102,45
K830023767,,,1,3/1/2008,GO KIDS MDO AND CHILDCARE,2300 SW 24TH AVE,NORMAN,73072,(405) 307-0977,150
K830001772,20045,,1,12/1/2016,MADISON CASP,500 EAST JAMES,NORMAN,73072,(405) 366-5913,40
K830003571,21403,,1,7/16/2013,MONROE AFTER SCHOOL PROGRAM,1601 MCGEE,NORMAN,73072,(405) 366-5929,50
K830024781,,,1,9/3/2010,NOWATA HEAD START,707 W OSAGE,NOWATA,74048,(918) 273-9105,17
K820045964,,,1,12/4/2006,"JACKSON, DANA RAE CHILD CARE HOME",323 S. SYCAMORE,NOWATA,74048,,7
K820052675,59496,,1,8/26/2015,"KRLIN, TERENA CHILD CARE HOME",409 WEST ROGERS,OILTON,74052,(918) 346-9157,7
K820031271,,,1,12/11/2006,"MEYER, JOAN CHILD CARE HOME",115 248TH NW,OKARCHE,73762,(405) 263-7950,12
K830024019,,,1,5/22/2007,ST. JOHN'S LUTHERAN SCHOOL,201 S 5TH,OKARCHE,73762,(405) 263-4488,59
K820050756,,,1,8/2/2012,"MCINTOSH, HEATHER DBA THE GIGGLING TREEHOUSE, LLC CHILD CARE HOME",7312 NW 112TH,OKC,73162,(405) 596-2635,7
K830053366,,,1,11/16/2016,PROVIDENCE LEARNING CENTER,14500 S. WESTERN AVE.,OKC,73170,(405) 735-9076,150
K820051433,,,1,8/20/2013,"GRAHAM, KARLEE ANN DBA TEDDY GRAHAM'S PLAYHOUSE CHILD CARE HOME","315 EAST ""D"" ST.",OKEENE,73763,(405) 823-1271,7
K820049584,,,1,9/1/2010,"DAY, CARA CHILD CARE HOME",411 S 5TH ST,OKEENE,73763,(405) 902-5916,12
K820039165,53951,,1,5/16/2005,"LEAL, VIRGINIA CHILD CARE HOME",417 W. BROADWAY,OKEENE,73763,(580) 822-3748,12
K820011228,13586,,1,4/15/2005,"CURRY, JANICE CHILD CARE HOME",ROUTE 1 BOX 107,OKEMAH,74859,(918) 623-0274,12
K820035112,52128,,1,6/23/2004,"COON, SHEILA CHILD CARE HOME",1008 N. 3RD,OKEMAH,74859,(918) 623-1449,12
K830024482,,,1,10/29/2008,OKEMAH MUSCOGEE CREEK NATION HEAD START,103 HIYAK PO,OKEMAH,74859,(918) 623-2000,20
K820048286,,,1,2/28/2013,"GAXIOLA, FALLON CHILD CARE HOME",1402 W. COLUMBIA,OKEMAH,74859,(918) 716-0456,12
K820053311,,,1,1/12/2017,"SHIRLEY, GEORGIA CHILD CARE HOME",2920 W. HILL STR,OKLAHOMA,73112,(405) 942-4832,7
K820051194,,,1,6/10/2013,"NOBLE, LAKEISHA CHILD CARE HOME",825 NW 140TH,OKLAHOMA CITY,73013,(405) 923-4574,7
K830052095,,,1,8/13/2014,DEER CREEK PUBLIC SCHOOLS ANTLER CARE - SPRING CREEK ELEMENTARY,15400 N. ROCKWELL,OKLAHOMA CITY,73013,(405) 751-9898,85
K830024424,,,1,6/30/2008,PRIMROSE SCHOOL OF EDMOND,15000 N WESTERN AVE,OKLAHOMA CITY,73013,(405) 285-6787,180
K830024968,,,1,7/11/2011,"M.V.H. LLC, DBA ARCTIC EDGE ICE ARENA",14613 N KELLY AVE,OKLAHOMA CITY,73013,(405) 748-5454,80
K830053553,,,1,1/10/2017,FIRST LUTHERAN PRESCHOOL,1300 N. ROBINSON,OKLAHOMA CITY,73103,(405) 235-1013,30
K820047548,58681,,1,3/1/2012,"NEAL, DAISY CHILD CARE HOME",908 NE 28TH ST,OKLAHOMA CITY,73105,(405) 601-5373,7
K820049774,51736,,1,10/27/2010,"SWEET, LOURIE CHILD CARE HOME",924 NE 69TH STREET,OKLAHOMA CITY,73105,(405) 249-1243,7
K820049981,,,1,9/2/2015,"HOWARD, PAULA DBA PRECIOUS LITTLE CARGO CHILD CARE HOME",5821 BRANIFF DR.,OKLAHOMA CITY,73105,(405) 200-9792,12
K820039833,54402,,1,4/22/2002,"SERVER, LUCRETIA CHILD CARE HOME",912 NE 70TH ST,OKLAHOMA CITY,73105,(405) 607-1745,7
K820053402,,,1,10/18/2016,"YEUNG, EMMA CHILD CARE HOME",906 NW 21ST ST.,OKLAHOMA CITY,73106,(405) 219-5016,7
K830022354,,,1,11/14/2006,FIRST PRESBYTERIAN PRESCHOOL,1001 NW 25TH STREET,OKLAHOMA CITY,73106,(405) 525-7521,90
K820015859,,,1,12/1/2008,"NAKMALI, KATE CHILD CARE HOME",2033 NW 21ST,OKLAHOMA CITY,73106,(405) 557-0616,7
K830005252,,,1,11/14/2006,MT. ROSE HEAD START,1701 NW 7TH,OKLAHOMA CITY,73106,(405) 232-6037,30
K820051331,,,1,9/4/2013,"FUENTES, MARIA GRISELDA CHILD CARE HOME",1001 N. FARRA DR,OKLAHOMA CITY,73107,(405) 365-7357,12
K830021409,,,1,11/14/2006,CLEVELAND CARE,2725 NW 23RD,OKLAHOMA CITY,73107,(405) 945-1150,35
K830022802,,,1,9/14/2016,KIDSTOP TOO,801 S. W. 59,OKLAHOMA CITY,73109,(405) 632-8497,70
K830053160,,,1,6/2/2016,NATURE EXPLORERS AT OKLAHOMA CITY ZOO,2101 NE 50TH STREET,OKLAHOMA CITY,73111,(405) 425-0288,90
K820053290,,,1,9/19/2016,"STARKS, ALICIA DBA ""CLIFF'S LEARNING CENTER, LLC."" CHILD CARE HOME",2418 N. KATE AVE.,OKLAHOMA CITY,73111,(405) 900-2590,7
K830052387,29016,,1,8/25/2016,NWIAA SUSTAINABLE SCIENCE ACADEMY,1701 N. MARTIN LUTHER KING,OKLAHOMA CITY,73111,(405) 424-4623,84
K820033016,50491,,1,11/1/2001,"JONES, LAMARA CHILD CARE HOME",2209 NE 18TH,OKLAHOMA CITY,73111,(405) 424-0123,7
K820033961,51084,,1,11/1/2001,"CARSON, KAYE CHILD CARE HOME",2120 NE 21,OKLAHOMA CITY,73111,(405) 424-5028,7
K830025012,,,1,11/9/2011,THE BILINGUAL SCHOOL HOUSE LLC,3131 NW 50TH,OKLAHOMA CITY,73112,(405) 556-1972,41
K820051062,,,1,3/1/2013,"JOHNSON, ROSHONDA CHILD CARE HOME",2724 NW 47TH,OKLAHOMA CITY,73112,(405) 600-6047,12
K820046825,,,1,4/18/2007,"BALL, KIMBERLY CHILD CARE HOME",4337 NW 53RD,OKLAHOMA CITY,73112,(405) 946-4583,7
K820048880,,,1,11/7/2016,"JONES, LATASHA CHILD CARE HOME",3804 NW 52ND,OKLAHOMA CITY,73112,(405) 267-3413,7
K830023470,,,1,11/14/2006,CORONADO COUGAR CARE,5911 N SAPULPA,OKLAHOMA CITY,73112,(405) 245-8826,50
K830023837,,,1,12/28/2006,ST JOHNS CHILD DEVELOPMENT P,5401 N BROOKLINE,OKLAHOMA CITY,73112,(405) 943-8583,30
K820037934,,,1,5/20/2016,"MOSBY, GLENDA CHILD CARE HOME",2401 NW 48TH ST.,OKLAHOMA CITY,73112,(405) 210-5950,12
K820043947,,,1,11/8/2004,"JACKSON, TASHA CHILD CARE HOME",2932 NW 48TH,OKLAHOMA CITY,73112,(405) 947-3657,7
K820046065,58007,,1,8/1/2008,"HOLT, VIOLA CHILD CARE HOME",3217 N. VERMONT AVE.,OKLAHOMA CITY,73112,(405) 942-0841,7
K820046074,,,1,7/1/2006,"DAVIS, MELINDA R CHILD CARE HOME",4110 NW 62ND ST.,OKLAHOMA CITY,73112,(405) 943-1750,7
K830020422,,,1,11/14/2006,ERNA KROUCH PRESCHOOL,4901 N. PENN.,OKLAHOMA CITY,73112,(405) 848-5926,80
K820052931,,,1,1/14/2016,"EPPERLY, TIFFANY DBA ARBOR VILLAGE CHILDCARE LLC CHILD CARE HOME",712 NW 121ST TERRACE,OKLAHOMA CITY,73114,(405) 771-6622,12
K820052174,,,1,4/25/2016,"REDD, TELLIA DBA EUGENIA ANGEL'S CHILD CARE HOME",1413 NW 106TH STREET,OKLAHOMA CITY,73114,(405) 706-6372,7
K820052421,59480,,1,12/1/2015,"HAMPTON, SHATTONNA CHILD CARE HOME",533 NW 114TH ST.,OKLAHOMA CITY,73114,(405) 209-3950,7
K820052888,,,1,11/16/2015,"HASTINGS, ANDREA DBA HOPSCOTCH EARLY CARE AND EDUCATION CHILD CARE HOME",904 NW 109TH ST,OKLAHOMA CITY,73114,(425) 343-3625,7
K820020957,18510,,1,8/31/2006,"JOHNSON, FRANCES CHILD CARE HOME",721 NW 111TH ST,OKLAHOMA CITY,73114,(405) 749-9396,12
K820031391,,,1,9/1/2008,"RUCKER, MARY CHILD CARE HOME",10901 N LINCOLN BLVD,OKLAHOMA CITY,73114,(405) 752-8023,12
K820037875,53422,,1,9/1/2007,"EGGLESTON, RESHONE CHILD CARE HOME",640 NW 120TH,OKLAHOMA CITY,73114,(405) 242-3994,7
K820045749,57868,,1,3/1/2009,"MCDANIEL, STEPHANIE CHILD CARE HOME",704 KATHERINE PL,OKLAHOMA CITY,73114,(405) 478-7156,7
K820053191,,,1,7/7/2016,"HOLT, MEGAN CHILD CARE HOME",2924 NW 65TH ST,OKLAHOMA CITY,73116,(405) 229-8432,7
K820050621,59312,,1,5/11/2012,"WOODS, TAMMERA FAY CHILD CARE HOME",3808 NW 70TH ST.,OKLAHOMA CITY,73116,(405) 640-2603,7
K830051581,,,1,12/15/2015,LITTLE MAGNOLIA PLAYSCHOOL,2824 PEMBROKE,OKLAHOMA CITY,73116,(405) 842-4408,48
K820002746,10125,,1,11/1/2001,"ASHLEY, SANDRA CHILD CARE HOME",4717 CREST PLACE,OKLAHOMA CITY,73117,(405) 672-7034,7
K820011367,12942,,1,1/7/2015,"THOMAS, VERNEVIA CHILD CARE HOME",1609 E. PARK PLACE,OKLAHOMA CITY,73117,(405) 427-5837,7
K820030757,19070,,1,1/1/2012,"WHITFIELD, BONNIE CHILD CARE HOME",1612 N MAGNOLIA,OKLAHOMA CITY,73117,(405) 427-0865,7
K830024992,,,1,8/5/2011,CHILDREN'S CHOICE OKLAHOMA CORPORATION 1,6100 NORTH FRANCIS,OKLAHOMA CITY,73118,(405) 935-5437,529
K830020747,,,1,11/14/2006,FIRST CHRISTIAN PRESCH MDO,3700 N. WALKER,OKLAHOMA CITY,73118,(405) 525-0878,90
K830020996,,,1,11/1/2001,WESTMINSTER CHILD CARE,4400 N. SHARTEL,OKLAHOMA CITY,73118,(405) 524-7120,96
K830053418,,,1,8/29/2016,SANTA FE SOUTH EARLY HEAD START,2222 SOUTHWEST 44TH,OKLAHOMA CITY,73119,(405) 601-0597,30
K830022266,,,1,6/2/2003,VAN BUREN ELEMENTARY YMCA,2700 SW 40TH ST.,OKLAHOMA CITY,73119,(405) 361-6539,75
K820016174,17386,,1,11/1/2001,"WACKERLY, PAMELA CHILD CARE HOME",3221 SW 52ND,OKLAHOMA CITY,73119,(405) 685-1263,7
K820036498,52593,,1,1/1/2010,"PULLEN, CAROLYN CHILD CARE HOME",2437 NW 110,OKLAHOMA CITY,73120,(405) 752-0474,7
K830023835,,,1,11/14/2006,CHAPEL HILL UMC MDO AND PRES,2717 W HEFNER ROAD,OKLAHOMA CITY,73120,(405) 751-1292,84
K820052990,,,1,3/28/2016,"SCURRA, TIFFANY MICHELLE CHILD CARE HOME",2528 NW 115TH PLACE,OKLAHOMA CITY,73120,(405) 414-5451,7
K820050899,,,1,1/10/2013,"JACKSON, DEBRA CHILD CARE HOME",2209 NW 120TH ST,OKLAHOMA CITY,73120,(405) 249-9661,7
K820052049,,,1,7/17/2014,"HERNANDEZ, EMILY CHILD CARE HOME",2420 NW 120TH ST.,OKLAHOMA CITY,73120,(405) 473-1402,12
K830052239,,,1,12/2/2014,GAN ISRAEL EARLY LEARNING CENTER,3000 W. HEFNER RD.,OKLAHOMA CITY,73120,(405) 286-0900,13
K820052575,,,1,7/1/2015,"MINK, TYMLEIA DBA YAH YAH'S PLAYHOUSE, LLC CHILD CARE HOME",12420 PITTSBURGH AVENUE,OKLAHOMA CITY,73120,(405) 209-1657,7
K820052781,,,1,8/1/2016,"GRAHAM, WANDA DBA GRAHAM KRACKER'S CHILDCARE CHILD CARE HOME",2809 CAMELOT DRIVE,OKLAHOMA CITY,73120,(405) 285-0925,7
K820047137,58295,,1,8/1/2010,"HILL, DOROTHY CHILD CARE HOME",2737 MANCHESTER DR,OKLAHOMA CITY,73120,(405) 302-5286,7
K820047811,58543,,1,9/1/2010,"MCDANIEL, ANDREA CHILD CARE HOME",11324 GREY STONE AVE,OKLAHOMA CITY,73120,(405) 412-5501,7
K820048145,58711,,1,5/24/2016,"KHAN, CRYSTAL CHILD CARE HOME",10404 MAJOR AVE,OKLAHOMA CITY,73120,(405) 295-5426,12
K820048832,,,1,8/14/2009,"MEHDI, AMBER CHILD CARE HOME",11109 SPRINGHOLLOW CT,OKLAHOMA CITY,73120,(405) 863-8443,7
K820048999,,,1,2/1/2012,"ANDERSON, KUMASI CHILD CARE HOME",3243 CASTLEROCK RD.,OKLAHOMA CITY,73120,(405) 881-3534,7
K820049334,,,1,4/16/2010,"CORNELSON, ASHLEY CHILD CARE HOME",2340 OXFORD WAY,OKLAHOMA CITY,73120,(405) 200-8195,12
K820015726,,,1,11/14/2006,"DEAN, ELAINE CHILD CARE HOME",10213 STONEHAM AVE,OKLAHOMA CITY,73120,(405) 748-4378,7
K820015727,,,1,10/13/2005,"GALEGOR, PAT CHILD CARE HOME",1507 CARLISLE CT,OKLAHOMA CITY,73120,(405) 840-2648,12
K820030119,18621,,1,7/1/2013,"LEE, QUANTON CHILD CARE HOME",11520 BEL AIRE PL.,OKLAHOMA CITY,73120,(405) 885-3165,12
K820032746,50434,,1,9/24/2010,"DAVIS, MARIA CHILD CARE HOME",11113 N. BLACKWELDER,OKLAHOMA CITY,73120,(405) 755-6170,7
K820037829,53255,,1,9/18/2006,"JENNINGS, PATRICE CHILD CARE HOME",2209 NW 119TH TER,OKLAHOMA CITY,73120,(405) 751-5549,12
K820043501,,,1,8/1/2004,"WHEELER, TONYA CHILD CARE HOME",3104 BROOKHOLLOW RD,OKLAHOMA CITY,73120,(405) 755-2995,12
K820043582,,,1,11/14/2006,"LUDWIG, EDITH CHILD CARE HOME",1824 LANESBORO,OKLAHOMA CITY,73120,(405) 749-8713,12
K820043949,,,1,7/6/2010,"SELKE, JENNIFER CHILD CARE HOME",1500 SHEFFIELD,OKLAHOMA CITY,73120,(405) 858-7720,7
K830000096,,,1,11/14/2006,VILLAGE PLAYSCHOOL,2812 W. BRITTON RD.,OKLAHOMA CITY,73120,(405) 751-9448,190
K830002830,21540,,1,11/16/2015,WEST NICHOLS HILLS DAYCARE,8400 GREYSTONE,OKLAHOMA CITY,73120,(405) 587-4900,51
K830005553,25321,,1,11/1/2001,NORTH SIDE YMCA AFTERSCH PRO,10000 NORTH PENN AVE,OKLAHOMA CITY,73120,(405) 751-6363,105
K830052508,29027,,1,11/23/2016,DREAMER'S PARADISE CHILD DEVELOPMENT CENTER,3000 NE 23RD ST.,OKLAHOMA CITY,73121,(405) 605-6255,7
K820045708,57811,,1,2/1/2009,"COLE, CORINICA CHILD CARE HOME",1901 N BRYANT,OKLAHOMA CITY,73121,(405) 424-3871,12
K830053159,,,1,9/2/2016,JUMP & PLAY CHILDCARE & LEARNING CENTER,3201 N MACARTHUR,OKLAHOMA CITY,73122,(405) 491-0299,26
K820008410,,,1,11/1/2001,"HERNANDEZ, JANET CHILD CARE HOME",4636 N. ANN ARBOR AVE,OKLAHOMA CITY,73122,(405) 470-2159,12
K820046298,58135,,1,12/1/2011,"CROWE, ANGIE CHILD CARE HOME",5729 NW 32ND,OKLAHOMA CITY,73122,(405) 487-7071,10
K820053386,,,1,9/16/2016,"SMITH, TRUDY CHILD CARE HOME",1124 APRICOT COURT,OKLAHOMA CITY,73127,(405) 923-3066,7
K820044836,,,1,4/1/2007,"BECK, JEAN CHILD CARE HOME",10457 NW 15TH,OKLAHOMA CITY,73127,(405) 354-8455,7
K830021840,26793,,1,5/1/2011,WILDCAT CLUBHOUSE,2909 N ANN ARBOR,OKLAHOMA CITY,73127,(405) 942-8673,40
K820041964,,,1,12/1/2003,"MONTALVO, TERESA CHILD CARE HOME",1301 N. SPRING DRIVE,OKLAHOMA CITY,73127,(405) 350-2581,7
K820011110,,,1,6/1/2010,"MOATES, BONNIE CHILD CARE HOME",4920 NW 19TH ST.,OKLAHOMA CITY,73127,(405) 946-2159,7
K820035081,52309,,1,6/13/2005,"ZIMMER, FREDA CHILD CARE HOME",1204 N ANN ARBOR,OKLAHOMA CITY,73127,(405) 949-1762,12
K820042223,,,1,9/10/2003,"COOK, MIESHA CHILD CARE HOME",2900 WINDSOR PLACE,OKLAHOMA CITY,73127,(405) 947-7343,7
K820043660,56929,,1,4/1/2008,"WEST, MARIA CHILD CARE HOME",116 SE 57TH,OKLAHOMA CITY,73129,(405) 631-5113,7
K820050229,,,1,8/12/2011,"RUTH, KITTY CHILD CARE HOME",6400 N COLLEGE AVE,OKLAHOMA CITY,73132,(405) 818-3243,12
K820052394,,,1,2/2/2015,"BAILEY, RONDA CHILD CARE HOME",8111 AZALEA AVE,OKLAHOMA CITY,73132,(405) 596-9294,7
K820052870,,,1,11/20/2015,"SAMPSON, REBEKAH CHILD CARE HOME",8425 NW 91ST,OKLAHOMA CITY,73132,(405) 615-7384,7
K830023226,,,1,12/1/2014,KINGDOM KIDS PRESCHOOL,6601 N MACARTHUR BLV,OKLAHOMA CITY,73132,(405) 721-5861,90
K820033214,,,1,5/23/2002,"SMITH, IRENE CHILD CARE HOME",7200 CROWN POINT RD,OKLAHOMA CITY,73132,(405) 722-1667,12
K830025208,,,1,5/31/2013,NORTH PENN CREATIVE KIDS,2000 NW 150TH STREET,OKLAHOMA CITY,73134,(405) 254-3147,120
K830052237,,,1,11/3/2014,CHILDREN'S LEARNING ADVENTURE CHILD CARE CENTERS,14400 N PENNSYLVANIA AVE,OKLAHOMA CITY,73134,(405) 378-4163,439
K830052887,,,1,11/5/2015,SPONTANEITY KID CARE,3705 W. MEMORIAL,OKLAHOMA CITY,73134,(405) 541-9072,56
K830024569,,,1,3/20/2009,CAMELOT CHILD DEVELOPMENT - QUAIL POINTE,13925 QUAIL POINTE DR.,OKLAHOMA CITY,73134,(405) 254-5220,100
K830024967,,,1,8/5/2011,ST. ELIJAH MOM'S DAY OUT,15000 N. MAY AVE.,OKLAHOMA CITY,73134,(405) 639-2679,61
K820015717,,,1,11/1/2001,"HARVEY, SANDRA CHILD CARE HOME",4200 NW 145TH ST,OKLAHOMA CITY,73134,(405) 749-0950,9
K830021214,,,1,11/14/2006,EVERLASTING GOSPEL LIGHTHOUSE,5800 S SUNNYLANE,OKLAHOMA CITY,73135,(405) 677-8232,48
K820053032,,,1,7/15/2016,"FRIEND, BEVERLY CHILD CARE HOME",7001 OLD GLORY LN,OKLAHOMA CITY,73135,(580) 262-0246,7
K820052983,,,1,3/1/2016,"KIRKENDOLL, BRITTNEE CHILD CARE HOME",4309 SE 87TH ST,OKLAHOMA CITY,73135,(480) 695-5503,7
K820050310,,,1,1/4/2011,"ELLIS, EVELYN CHILD CARE HOME",5213 SE 47TH,OKLAHOMA CITY,73135,(405) 708-3447,7
K830025225,,,1,7/16/2014,LIL' AGGIES LEARNING ADVENTURES,4525 SE 59TH ST,OKLAHOMA CITY,73135,(405) 760-5341,23
K820051096,,,1,3/27/2013,"SANCHEZ, JEANETTE CHILD CARE HOME",5616 BENT CREEK DRIVE,OKLAHOMA CITY,73135,(805) 914-4463,7
K820051193,,,1,5/1/2013,"WILLIAMS, DIANE CHILD CARE HOME",8104 BIGWOOD DRIVE,OKLAHOMA CITY,73135,(787) 590-1338,7
K820051765,,,1,1/28/2014,"ROBERTO, JOLEEN CHILD CARE HOME",5524 SE 57TH ST.,OKLAHOMA CITY,73135,(405) 600-6980,7
K820052343,,,1,1/5/2015,"HAVRON, SARA CHILD CARE HOME",4935 SE 54TH ST.,OKLAHOMA CITY,73135,(405) 535-6784,7
K830052873,,,1,10/28/2015,LIVING H2O LEARNING CENTER,4500 SE 89TH STREET,OKLAHOMA CITY,73135,(405) 606-4663,60
K820047051,,,1,2/1/2008,"PEREZ, BIOCARY CHILD CARE HOME",6113 SE 86TH ST,OKLAHOMA CITY,73135,(405) 706-2889,7
K830024277,,,1,10/15/2007,CAMP SOONER,5420 SE 89TH,OKLAHOMA CITY,73135,(405) 672-6500,48
K820048354,,,1,2/15/2011,"TOY, CHARLIE CHILD CARE HOME",5030 SE 46TH,OKLAHOMA CITY,73135,(405) 409-3014,12
K820049488,,,1,6/2/2010,"MARTINSEN, JENNIFER CHILD CARE HOME",5013 ALAN LANE,OKLAHOMA CITY,73135,(405) 206-7555,7
K820014452,53010,,1,11/1/2001,"SISCOE, KAY DONNA CHILD CARE HOME",5200 EDEN DR.,OKLAHOMA CITY,73135,(405) 672-0320,7
K820016120,,,1,11/14/2006,"CLINE, SHIRLEY CHILD CARE HOME",6113 SE 55TH ST.,OKLAHOMA CITY,73135,(405) 733-8651,7
K820045777,,,1,11/14/2006,"FONTENOT, ROBERTA CHILD CARE HOME",6204 SE 56TH ST,OKLAHOMA CITY,73135,(405) 922-6669,7
K820053551,,,1,12/21/2016,"MARTINEZ, CRYSTAL CHILD CARE HOME",1228 SW 91ST ST,OKLAHOMA CITY,73139,(405) 512-1959,7
K820050734,,,1,7/20/2012,"KING, DARBIE CHILD CARE HOME",10016 S. KLEIN AVENUE,OKLAHOMA CITY,73139,(405) 320-1788,7
K820051031,,,1,2/4/2013,"ROCKWELL, NANCY CHILD CARE HOME",10408 S. HUDSON AVENUE,OKLAHOMA CITY,73139,(405) 735-3036,7
K830024283,,,1,4/1/2010,SKY RANCH ELEMENTARY - CAMP MUSTANG,9501 S. WESTERN,OKLAHOMA CITY,73139,(405) 735-4460,40
K820039513,,,1,11/28/2006,"OWENS, DEBRA CHILD CARE HOME",8516 S SHARTEL,OKLAHOMA CITY,73139,(405) 604-4777,7
K830053464,,,1,1/12/2017,STEPH AND ME LEARNING CENTER,2316 N. POST ROAD,OKLAHOMA CITY,73141,(405) 987-5078,30
K820050596,,,1,5/4/2012,KASPER MARISSA ANNE CHILD CARE HOME,7001 NW 131ST TERRACE,OKLAHOMA CITY,73142,(405) 830-3841,7
K820050663,,,1,6/5/2012,"AMON, KRISTEN CHILD CARE HOME",12405 ERICFIELD PLACE,OKLAHOMA CITY,73142,(405) 225-6857,12
K830025245,,,1,2/6/2013,PRIMROSE SCHOOL OF NW OKC,6101 NW 139TH ST,OKLAHOMA CITY,73142,(405) 721-2200,202
K820052206,,,1,9/19/2014,"MCCHESNEY, HEATHER CHILD CARE HOME",8101 NW 150TH ST,OKLAHOMA CITY,73142,(405) 501-4559,7
K820041504,,,1,12/11/2006,"LIMBAUGH, LESLIE CHILD CARE HOME",13604 BELL AVE.,OKLAHOMA CITY,73142,(405) 773-3655,11
K830020575,,,1,12/11/2006,WARM WORLD SCHOOL,14343 N MACARTHUR,OKLAHOMA CITY,73142,(405) 721-4141,200
K820051072,59255,,1,1/17/2017,"ELLIS, LINDA DBA FAITH EARLY LEARNING & CHILDCARE (WALKINGTHROUGH DEVELOPMENT,) LLC CHILD CARE HOME",108 CORONA DRIVE,OKLAHOMA CITY,73149,(405) 635-9245,12
K820048795,,,1,3/1/2013,"FOLEY, PATTY CHILD CARE HOME",8508 RAYBURN AVENUE,OKLAHOMA CITY,73149,(405) 473-6080,7
K820040456,55119,,1,1/1/2010,"LEE, PAULINE CHILD CARE HOME",7107 SEARS TERR.,OKLAHOMA CITY,73149,(405) 634-3772,7
K830051477,,,1,9/5/2013,KIDSPOINTE LEARNING CENTER,6801 SOUTH ANDERSON ROAD,OKLAHOMA CITY,73150,(405) 737-4447,119
K820006964,10605,,1,8/14/2002,"CHOATE, PATRICIA CHILD CARE HOME",14317 SE 75TH,OKLAHOMA CITY,73150,(405) 245-6756,7
K820053088,,,1,5/31/2016,AUBREE SANDBURG DBA GIGGLES N WIGGLES CHILDCARE LLC CHILD CARE HOME,2521 SW 101ST ST.,OKLAHOMA CITY,73159,(405) 618-7840,7
K820050656,,,1,6/4/2012,"SMITH, CARMEN DBA THE LITTLE ROUNDUP LLC CHILD CARE HOME",2805 SW 92ND CT.,OKLAHOMA CITY,73159,(405) 227-9413,7
K820052407,,,1,2/4/2015,"ROGERS, ASIA CHILD CARE HOME",10700 S. MAY AVE. APT. #1117,OKLAHOMA CITY,73159,(405) 249-4319,7
K820044986,,,1,11/28/2006,"HAGGY, JOYCE CHILD CARE HOME",2605 S. W. 103,OKLAHOMA CITY,73159,(405) 378-7092,12
K820049917,59000,,1,4/16/2013,"STATEN, FONESHA CHILD CARE HOME",2133 SW 77TH ST,OKLAHOMA CITY,73159,(405) 618-0686,7
K820037273,52982,,1,3/4/2003,"MCKEEVER, JAMIE CHILD CARE HOME",2301 SW 103 TERRACE,OKLAHOMA CITY,73159,(405) 703-2311,12
K830023424,,,1,11/28/2006,WESTMORE CHILD DEVELOPMENT,9731 S MAY,OKLAHOMA CITY,73159,(405) 378-3210,146
